symbol,company_name,sector,year,quarter,t_day,session,base_date,base_price,t30_date,t30_price,t30_change,predicted,confidence,hit_result,status,elapsed_seconds,error
FANG,Diamondback Energy,Energy,2023,1,2023-05-02,BMO,2023-05-02,135.05,2023-06-14,126.78,-6.12,UP,0.7,MISS,success,91.7,
FAST,Fastenal,Industrials,2023,1,2023-04-13,BMO,2023-04-13,26.17,2023-05-25,27.17,3.82,NEUTRAL,0.6,SKIP,success,95.5,
FCX,Freeport-McMoRan,Basic Materials,2023,1,2023-04-21,BMO,2023-04-21,39.66,2023-06-05,37.04,-6.61,UP,0.7,MISS,success,80.7,
FDS,FactSet,Financial Services,2023,1,2022-12-20,BMO,2022-12-20,397.28,2023-02-03,427.56,7.62,UP,0.7,HIT,success,89.3,
FDX,FedEx,Industrials,2023,1,2022-09-23,AMC,2022-09-26,142.9,2022-11-07,159.24,11.43,DOWN,0.1,MISS,success,126.0,
FE,FirstEnergy,Utilities,2023,1,2023-04-28,BMO,2023-04-28,39.8,2023-06-12,38.75,-2.64,DOWN,0.3,HIT,success,76.0,
FFIV,"F5, Inc.",Technology,2023,1,2023-01-24,UNKNOWN,2023-01-25,145.49,2023-03-09,141.27,-2.9,NEUTRAL,0.4,SKIP,success,70.8,
FICO,Fair Isaac,Technology,2023,1,2023-01-30,AMC,2023-01-31,665.95,2023-03-15,668.3,0.35,UP,0.8,HIT,success,71.1,
FIS,Fidelity National Information Services,Technology,2023,1,2023-04-27,BMO,2023-04-27,56.31,2023-06-09,54.66,-2.93,UP,0.8,MISS,success,111.4,
FISV,"Fiserv, Inc.",Technology,2023,1,2023-04-25,BMO,2023-04-25,120.09,2023-06-07,115.78,-3.59,UP,0.8,MISS,success,75.2,
FITB,Fifth Third Bancorp,Financial Services,2023,1,2023-04-20,BMO,2023-04-20,27.84,2023-06-02,25.95,-6.79,NEUTRAL,0.4,SKIP,success,81.6,
FOX,Fox Corporation (Class B),Communication Services,2023,1,2022-11-01,BMO,2022-11-01,28.61,2022-12-14,29.77,4.05,UP,0.7,HIT,success,82.6,
FOXA,Fox Corporation (Class A),Communication Services,2023,1,2022-11-01,BMO,2022-11-01,30.53,2022-12-14,31.8,4.16,UP,0.7,HIT,success,69.5,
FRT,Federal Realty Investment Trust,Real Estate,2023,1,2023-05-05,AMC,2023-05-08,94.38,2023-06-21,92.37,-2.13,UP,0.7,MISS,success,71.9,
FSLR,First Solar,Energy,2023,1,2023-04-28,AMC,2023-05-01,180.85,2023-06-13,195.99,8.37,UP,0.8,HIT,success,93.6,
FTNT,Fortinet,Technology,2023,1,2023-05-05,AMC,2023-05-08,66.08,2023-06-21,71.11,7.61,UP,0.7,HIT,success,89.0,
FTV,Fortive,Technology,2023,1,2023-04-27,AMC,2023-04-28,47.54,2023-06-12,51.58,8.5,UP,0.7,HIT,success,86.3,
GD,General Dynamics,Industrials,2023,1,2023-04-26,BMO,2023-04-26,214.83,2023-06-08,213.54,-0.6,NEUTRAL,0.6,SKIP,success,90.3,
GDDY,GoDaddy,Technology,2023,1,2023-05-05,AMC,2023-05-08,70.05,2023-06-21,72.53,3.54,UP,0.7,HIT,success,81.7,
GE,GE Aerospace,Industrials,2023,1,2023-04-25,BMO,2023-04-25,78.51,2023-06-07,84.6,7.76,UP,0.8,HIT,success,70.3,
GEHC,GE HealthCare,Healthcare,2023,1,2023-04-25,BMO,2023-04-25,80.39,2023-06-07,80.48,0.11,UP,0.6,HIT,success,109.8,
GEN,Gen Digital,Technology,2023,1,2022-08-05,AMC,2022-08-08,24.17,2022-09-20,20.91,-13.49,UP,0.7,MISS,success,87.0,
GILD,Gilead Sciences,Healthcare,2023,1,2023-04-28,AMC,2023-05-01,81.42,2023-06-13,78.45,-3.65,UP,0.7,MISS,success,87.2,
GIS,General Mills,Consumer Defensive,2023,1,2022-09-21,BMO,2022-09-21,79.72,2022-11-02,79.81,0.11,UP,0.7,HIT,success,77.0,
GL,Globe Life,Financial Services,2023,1,2023-05-05,BMO,2023-05-05,108.29,2023-06-20,106.74,-1.43,UP,0.7,MISS,success,86.4,
GLW,Corning Inc.,Technology,2023,1,2023-04-25,BMO,2023-04-25,32.89,2023-06-07,31.89,-3.04,UP,0.7,MISS,success,85.3,
GM,General Motors,Consumer Cyclical,2023,1,2023-04-25,BMO,2023-04-25,32.91,2023-06-07,36.22,10.06,UP,0.8,HIT,success,85.3,
GNRC,Generac,Industrials,2023,1,2023-05-03,BMO,2023-05-03,114.74,2023-06-15,122.03,6.35,UP,0.7,HIT,success,98.3,
GOOG,Alphabet Inc. (Class C),Communication Services,2023,1,2023-04-26,AMC,2023-04-27,108.37,2023-06-09,122.87,13.38,UP,0.8,HIT,success,90.6,
GOOGL,Alphabet Inc. (Class A),Communication Services,2023,1,2023-04-26,AMC,2023-04-27,107.59,2023-06-09,122.23,13.61,UP,0.7,HIT,success,74.3,
GPC,Genuine Parts Company,Consumer Cyclical,2023,1,2023-04-20,BMO,2023-04-20,168.62,2023-06-02,153.35,-9.06,UP,0.8,MISS,success,99.0,
GPN,Global Payments,Industrials,2023,1,2023-05-01,BMO,2023-05-01,103.0,2023-06-13,100.61,-2.32,UP,0.8,MISS,success,88.0,
GRMN,Garmin,Technology,2023,1,2023-05-03,BMO,2023-05-03,100.08,2023-06-15,106.15,6.07,UP,0.7,HIT,success,89.3,
GS,Goldman Sachs,Financial Services,2023,1,2023-04-18,BMO,2023-04-18,333.91,2023-05-31,323.9,-3.0,NEUTRAL,0.6,SKIP,success,109.1,
GWW,W. W. Grainger,Industrials,2023,1,2023-04-27,BMO,2023-04-27,696.36,2023-06-09,706.48,1.45,UP,0.9,HIT,success,86.0,
HAL,Halliburton,Energy,2023,1,2023-04-25,BMO,2023-04-25,33.25,2023-06-07,32.55,-2.11,UP,0.8,MISS,success,90.1,
HAS,Hasbro,Consumer Cyclical,2023,1,2023-04-27,BMO,2023-04-27,58.93,2023-06-09,60.29,2.31,UP,0.7,HIT,success,92.7,
HBAN,Huntington Bancshares,Financial Services,2023,1,2023-04-20,BMO,2023-04-20,11.63,2023-06-02,10.89,-6.36,UP,0.7,MISS,success,93.0,
HCA,HCA Healthcare,Healthcare,2023,1,2023-04-21,BMO,2023-04-21,281.21,2023-06-05,272.23,-3.19,UP,0.8,MISS,success,70.5,
HD,Home Depot (The),Consumer Cyclical,2023,1,2023-05-16,BMO,2023-05-16,282.33,2023-06-29,307.82,9.03,DOWN,0.2,MISS,success,90.5,
HIG,Hartford (The),Financial Services,2023,1,2023-04-28,BMO,2023-04-28,70.99,2023-06-12,71.44,0.63,DOWN,0.3,MISS,success,78.5,
HII,Huntington Ingalls Industries,Industrials,2023,1,2023-05-04,BMO,2023-05-04,192.73,2023-06-16,221.18,14.76,NEUTRAL,0.6,SKIP,success,89.8,
HLT,Hilton Worldwide,Consumer Cyclical,2023,1,2023-04-26,BMO,2023-04-26,141.34,2023-06-08,142.88,1.09,UP,0.8,HIT,success,69.4,
HOLX,Hologic,Healthcare,2023,1,2023-02-02,AMC,2023-02-03,84.68,2023-03-20,78.31,-7.52,UP,0.8,MISS,success,86.0,
HON,Honeywell,Industrials,2023,1,2023-04-27,BMO,2023-04-27,198.61,2023-06-09,197.89,-0.36,UP,0.8,MISS,success,91.9,
HOOD,"Robinhood Markets, Inc.",Financial Services,2023,1,2023-05-11,AMC,2023-05-12,8.74,2023-06-27,9.94,13.73,UP,0.8,HIT,success,705.2,
HPE,Hewlett Packard Enterprise,Technology,2023,1,2023-03-03,AMC,2023-03-06,15.15,2023-04-18,15.78,4.16,UP,0.8,HIT,success,94.6,
HPQ,HP Inc.,Technology,2023,1,2023-03-01,AMC,2023-03-02,28.81,2023-04-14,29.82,3.51,NEUTRAL,0.4,SKIP,success,86.8,
HRL,Hormel Foods,Consumer Defensive,2023,1,2023-03-02,BMO,2023-03-02,41.83,2023-04-14,39.26,-6.14,DOWN,0.2,HIT,success,67.8,
HSIC,Henry Schein,Healthcare,2023,1,2023-05-09,BMO,2023-05-09,74.83,2023-06-22,79.71,6.52,DOWN,0.2,MISS,success,116.7,
HST,Host Hotels & Resorts,Real Estate,2023,1,2023-05-05,BMO,2023-05-05,17.76,2023-06-20,16.61,-6.48,UP,0.8,MISS,success,75.9,
HSY,Hershey Company (The),Consumer Defensive,2023,1,2023-04-27,BMO,2023-04-27,273.33,2023-06-09,255.82,-6.41,UP,0.7,MISS,success,77.0,
HUBB,Hubbell Incorporated,Industrials,2023,1,2023-04-25,BMO,2023-04-25,259.41,2023-06-07,304.5,17.38,UP,0.9,HIT,success,74.1,
HUM,Humana,Healthcare,2023,1,2023-04-26,BMO,2023-04-26,505.47,2023-06-08,509.83,0.86,UP,0.8,HIT,success,100.4,
HWM,Howmet Aerospace,Industrials,2023,1,2023-05-02,BMO,2023-05-02,44.96,2023-06-14,45.7,1.65,UP,0.8,HIT,success,91.2,
IBKR,Interactive Brokers Group,Financial Services,2023,1,2023-04-19,AMC,2023-04-20,20.47,2023-06-02,20.12,-1.71,UP,0.8,MISS,success,97.3,
IBM,IBM,Technology,2023,1,2023-04-19,UNKNOWN,2023-04-20,126.36,2023-06-02,132.42,4.8,UP,0.7,HIT,success,88.7,
ICE,Intercontinental Exchange,Financial Services,2023,1,2023-05-04,BMO,2023-05-04,106.75,2023-06-16,111.68,4.62,UP,0.7,HIT,success,98.9,
IDXX,Idexx Laboratories,Healthcare,2023,1,2023-05-02,BMO,2023-05-02,467.38,2023-06-14,466.97,-0.09,UP,0.8,MISS,success,98.2,
IEX,IDEX Corporation,Industrials,2023,1,2023-04-27,BMO,2023-04-27,207.83,2023-06-09,206.86,-0.47,DOWN,0.3,HIT,success,104.8,
IFF,International Flavors & Fragrances,Basic Materials,2023,1,2023-05-10,AMC,2023-05-11,85.36,2023-06-26,76.83,-9.99,DOWN,0.3,HIT,success,83.4,
INCY,Incyte,Healthcare,2023,1,2023-05-02,BMO,2023-05-02,69.96,2023-06-14,61.44,-12.18,NEUTRAL,0.6,SKIP,success,93.2,
INTC,Intel,Technology,2023,1,2023-04-28,AMC,2023-05-01,30.3,2023-06-13,33.91,11.91,UP,0.7,HIT,success,103.0,
INTU,Intuit,Technology,2023,1,2022-11-30,AMC,2022-12-01,416.07,2023-01-17,390.2,-6.22,DOWN,0.3,HIT,success,83.7,
INVH,Invitation Homes,Real Estate,2023,1,2023-05-02,BMO,2023-05-02,33.65,2023-06-14,34.04,1.16,UP,0.7,HIT,success,98.7,
IP,International Paper,Consumer Cyclical,2023,1,2023-04-27,BMO,2023-04-27,33.01,2023-06-09,31.68,-4.03,DOWN,0.3,HIT,success,99.6,
IPG,Interpublic Group of Companies (The),Communication Services,2023,1,2023-04-27,BMO,2023-04-27,35.21,2023-06-09,39.63,12.55,DOWN,0.3,MISS,success,90.2,
IQV,IQVIA,Healthcare,2023,1,2023-04-27,BMO,2023-04-27,183.66,2023-06-09,206.59,12.49,UP,0.8,HIT,success,88.3,
IR,Ingersoll Rand,Industrials,2023,1,2023-05-04,BMO,2023-05-04,57.09,2023-06-16,64.52,13.01,UP,0.8,HIT,success,104.1,
IRM,Iron Mountain,Real Estate,2023,1,2023-05-04,BMO,2023-05-04,55.64,2023-06-16,56.76,2.01,UP,0.8,HIT,success,100.8,
ISRG,Intuitive Surgical,Healthcare,2023,1,2023-04-19,AMC,2023-04-20,297.41,2023-06-02,312.18,4.97,UP,0.8,HIT,success,87.9,
IT,Gartner,Technology,2023,1,2023-05-02,BMO,2023-05-02,301.99,2023-06-14,352.37,16.68,UP,0.8,HIT,success,73.6,
ITW,Illinois Tool Works,Industrials,2023,1,2023-05-02,BMO,2023-05-02,234.39,2023-06-14,244.46,4.3,UP,0.7,HIT,success,82.8,
IVZ,Invesco,Financial Services,2023,1,2023-04-25,BMO,2023-04-25,16.8,2023-06-07,15.94,-5.12,DOWN,0.3,HIT,success,73.6,
J,Jacobs Solutions,Industrials,2023,1,2023-02-07,BMO,2023-02-07,101.3,2023-03-22,93.33,-7.87,UP,0.7,MISS,success,80.1,
JBHT,J.B. Hunt,Industrials,2023,1,2023-04-18,AMC,2023-04-19,178.41,2023-06-01,169.33,-5.09,DOWN,0.2,HIT,success,68.2,
JBL,Jabil,Technology,2023,1,2022-12-15,BMO,2022-12-15,68.35,2023-01-31,78.63,15.04,UP,0.7,HIT,success,74.3,
JCI,Johnson Controls,Industrials,2023,1,2023-02-01,BMO,2023-02-01,66.36,2023-03-16,59.45,-10.41,UP,0.8,MISS,success,87.0,
JKHY,Jack Henry & Associates,Technology,2023,1,2022-11-09,BMO,2022-11-09,172.52,2022-12-22,176.67,2.41,UP,0.7,HIT,success,87.5,
JNJ,Johnson & Johnson,Healthcare,2023,1,2023-04-18,BMO,2023-04-18,161.01,2023-05-31,155.06,-3.7,UP,0.8,MISS,success,82.3,
JPM,JPMorgan Chase,Financial Services,2023,1,2023-04-14,BMO,2023-04-14,138.73,2023-05-26,136.94,-1.29,UP,0.8,MISS,success,78.0,
K,Kellanova,Consumer Defensive,2023,1,2023-05-04,BMO,2023-05-04,66.04,2023-06-16,62.2,-5.81,UP,0.7,MISS,success,77.0,
KDP,Keurig Dr Pepper,Consumer Defensive,2023,1,2023-04-27,BMO,2023-04-27,33.54,2023-06-09,31.31,-6.65,NEUTRAL,0.4,SKIP,success,91.9,
KEY,KeyCorp,Financial Services,2023,1,2023-04-20,BMO,2023-04-20,12.04,2023-06-02,10.28,-14.62,DOWN,0.3,HIT,success,73.5,
KEYS,Keysight Technologies,Technology,2023,1,2023-02-22,AMC,2023-02-23,160.86,2023-04-06,155.75,-3.18,DOWN,0.3,HIT,success,95.9,
KHC,Kraft Heinz,Consumer Defensive,2023,1,2023-05-03,UNKNOWN,2023-05-04,40.84,2023-06-16,36.99,-9.43,UP,0.7,MISS,success,78.9,
KIM,Kimco Realty,Real Estate,2023,1,2023-04-27,BMO,2023-04-27,18.99,2023-06-09,19.4,2.16,UP,0.7,HIT,success,88.8,
KKR,KKR,Financial Services,2023,1,2023-05-09,AMC,2023-05-10,49.18,2023-06-23,53.59,8.97,UP,0.7,HIT,success,71.5,
KLAC,KLA Corporation,Technology,2023,1,2022-10-27,AMC,2022-10-28,321.5,2022-12-12,400.91,24.7,UP,0.7,HIT,success,84.9,
KMB,Kimberly-Clark,Consumer Defensive,2023,1,2023-04-25,UNKNOWN,2023-04-26,143.61,2023-06-08,134.72,-6.19,UP,0.8,MISS,success,69.4,
KMI,Kinder Morgan,Energy,2023,1,2023-04-19,UNKNOWN,2023-04-20,17.35,2023-06-02,16.75,-3.46,NEUTRAL,0.6,SKIP,success,88.3,
KO,Coca-Cola Company (The),Consumer Defensive,2023,1,2023-04-24,BMO,2023-04-24,63.95,2023-06-06,60.31,-5.69,UP,0.7,MISS,success,84.0,
KR,Kroger,Consumer Defensive,2023,1,2022-06-16,BMO,2022-06-16,49.82,2022-08-01,46.74,-6.18,UP,0.8,MISS,success,65.8,
L,Loews Corporation,Financial Services,2023,1,2023-05-30,BMO,2023-05-30,57.4,2023-07-13,60.49,5.38,UP,0.7,HIT,success,88.2,
LDOS,Leidos,Technology,2023,1,2023-05-02,BMO,2023-05-02,80.61,2023-06-14,83.03,3.0,DOWN,0.3,MISS,success,82.1,
LEN,Lennar,Consumer Cyclical,2023,1,2023-03-15,BMO,2023-03-15,100.19,2023-04-27,111.7,11.49,UP,0.7,HIT,success,94.7,
LH,LabCorp,Healthcare,2023,1,2023-04-25,BMO,2023-04-25,190.2,2023-06-07,189.44,-0.4,NEUTRAL,0.4,SKIP,success,94.1,
LHX,L3Harris,Industrials,2023,1,2023-04-28,BMO,2023-04-28,195.15,2023-06-12,189.12,-3.09,UP,0.8,MISS,success,80.7,
LII,Lennox International,Industrials,2023,1,2023-04-27,BMO,2023-04-27,280.2,2023-06-09,303.38,8.27,UP,0.8,HIT,success,86.8,
LIN,Linde plc,Basic Materials,2023,1,2023-04-27,BMO,2023-04-27,365.64,2023-06-09,360.76,-1.33,UP,0.8,MISS,success,78.1,
LKQ,LKQ Corporation,Consumer Cyclical,2023,1,2023-04-27,BMO,2023-04-27,57.26,2023-06-09,54.3,-5.17,UP,0.8,MISS,success,82.0,
LLY,Lilly (Eli),Healthcare,2023,1,2023-04-27,BMO,2023-04-27,390.35,2023-06-09,446.04,14.27,UP,0.8,HIT,success,679.0,
LMT,Lockheed Martin,Industrials,2023,1,2023-04-18,BMO,2023-04-18,501.41,2023-05-31,444.01,-11.45,NEUTRAL,0.6,SKIP,success,98.6,
LNT,Alliant Energy,Utilities,2023,1,2023-05-05,BMO,2023-05-05,55.11,2023-06-20,52.96,-3.9,NEUTRAL,0.6,SKIP,success,86.9,
LOW,Lowe's,Consumer Cyclical,2023,1,2023-05-23,BMO,2023-05-23,206.65,2023-07-07,221.94,7.4,DOWN,0.3,MISS,success,77.4,
LRCX,Lam Research,Technology,2023,1,2022-10-20,AMC,2022-10-21,36.93,2022-12-05,45.26,22.56,DOWN,0.3,MISS,success,94.5,
LULU,Lululemon Athletica,Consumer Cyclical,2023,1,2023-06-02,AMC,2023-06-05,356.44,2023-07-19,390.51,9.56,UP,0.9,HIT,success,76.7,
LUV,Southwest Airlines,Industrials,2023,1,2023-04-27,BMO,2023-04-27,29.88,2023-06-09,30.62,2.48,DOWN,0.3,MISS,success,91.9,
LVS,Las Vegas Sands,Consumer Cyclical,2023,1,2023-04-19,UNKNOWN,2023-04-20,61.53,2023-06-02,58.94,-4.21,UP,0.8,MISS,success,87.5,
LW,Lamb Weston,Consumer Defensive,2023,1,2022-10-05,BMO,2022-10-05,82.15,2022-11-16,82.71,0.68,UP,0.8,HIT,success,90.6,
LYB,LyondellBasell,Basic Materials,2023,1,2023-04-28,UNKNOWN,2023-05-01,93.52,2023-06-13,90.74,-2.97,UP,0.7,MISS,success,82.3,
LYV,Live Nation Entertainment,Communication Services,2023,1,2023-05-05,AMC,2023-05-08,77.82,2023-06-21,88.65,13.92,UP,0.8,HIT,success,89.5,
MA,Mastercard,Financial Services,2023,1,2023-04-27,BMO,2023-04-27,373.67,2023-06-09,369.22,-1.19,UP,0.7,MISS,success,93.2,
MAA,Mid-America Apartment Communities,Real Estate,2023,1,2023-04-27,BMO,2023-04-27,151.32,2023-06-09,154.27,1.95,UP,0.8,HIT,success,76.1,
MAR,Marriott International,Consumer Cyclical,2023,1,2023-05-02,BMO,2023-05-02,178.61,2023-06-14,181.46,1.6,UP,0.8,HIT,success,73.2,
MAS,Masco,Industrials,2023,1,2023-04-26,BMO,2023-04-26,50.85,2023-06-08,54.65,7.47,NEUTRAL,0.4,SKIP,success,77.7,
MCD,McDonald's,Consumer Cyclical,2023,1,2023-04-25,BMO,2023-04-25,291.51,2023-06-07,281.9,-3.3,UP,0.8,MISS,success,82.3,
MCHP,Microchip Technology,Technology,2023,1,2022-08-03,AMC,2022-08-04,72.76,2022-09-16,65.7,-9.7,UP,0.8,MISS,success,97.0,
MCK,McKesson Corporation,Healthcare,2023,1,2022-08-04,AMC,2022-08-05,346.69,2022-09-19,348.95,0.65,UP,0.8,HIT,success,88.8,
MCO,Moody's Corporation,Financial Services,2023,1,2023-04-25,UNKNOWN,2023-04-26,304.92,2023-06-08,333.24,9.29,UP,0.7,HIT,success,96.7,
MDLZ,Mondelez International,Consumer Defensive,2023,1,2023-04-28,AMC,2023-05-01,77.22,2023-06-13,72.72,-5.83,UP,0.9,MISS,success,81.9,
MDT,Medtronic,Healthcare,2023,1,2022-08-23,BMO,2022-08-23,90.22,2022-10-05,85.05,-5.73,DOWN,0.3,HIT,success,89.2,
MET,MetLife,Financial Services,2023,1,2023-05-04,BMO,2023-05-04,54.11,2023-06-16,55.5,2.57,DOWN,0.3,MISS,success,96.0,
META,Meta Platforms,Communication Services,2023,1,2023-04-27,AMC,2023-04-28,240.32,2023-06-12,271.05,12.79,UP,0.8,HIT,success,72.2,
MGM,MGM Resorts,Consumer Cyclical,2023,1,2023-05-02,AMC,2023-05-03,43.74,2023-06-15,43.72,-0.05,UP,0.8,MISS,success,76.1,
MHK,Mohawk Industries,Consumer Cyclical,2023,1,2023-04-28,BMO,2023-04-28,105.9,2023-06-12,96.65,-8.73,UP,0.7,MISS,success,96.0,
MKC,McCormick & Company,Consumer Defensive,2023,1,2023-03-28,BMO,2023-03-28,81.18,2023-05-10,89.02,9.66,UP,0.7,HIT,success,85.2,
MLM,Martin Marietta Materials,Basic Materials,2023,1,2023-05-04,BMO,2023-05-04,389.28,2023-06-16,426.54,9.57,UP,0.8,HIT,success,83.8,
MMC,Marsh McLennan,Financial Services,2023,1,2023-04-20,BMO,2023-04-20,179.7,2023-06-02,176.4,-1.84,UP,0.8,MISS,success,83.5,
MMM,3M,Industrials,2023,1,2023-04-25,BMO,2023-04-25,87.26,2023-06-07,84.44,-3.23,NEUTRAL,0.6,SKIP,success,96.9,
MNST,Monster Beverage,Consumer Defensive,2023,1,2023-05-05,AMC,2023-05-08,59.04,2023-06-21,58.41,-1.07,UP,0.8,MISS,success,80.6,
MO,Altria,Consumer Defensive,2023,1,2023-04-27,BMO,2023-04-27,47.19,2023-06-09,45.22,-4.17,NEUTRAL,0.6,SKIP,success,91.5,
MOH,Molina Healthcare,Healthcare,2023,1,2023-04-27,BMO,2023-04-27,296.92,2023-06-09,284.34,-4.24,UP,0.8,MISS,success,95.0,
MOS,Mosaic Company (The),Basic Materials,2023,1,2023-05-04,BMO,2023-05-04,38.59,2023-06-16,35.82,-7.18,NEUTRAL,0.4,SKIP,success,77.1,
MPC,Marathon Petroleum,Energy,2023,1,2023-05-02,BMO,2023-05-02,116.97,2023-06-14,111.64,-4.56,UP,0.8,MISS,success,89.3,
MPWR,Monolithic Power Systems,Technology,2023,1,2023-05-05,AMC,2023-05-08,418.62,2023-06-21,505.08,20.65,DOWN,0.3,MISS,success,91.2,
MRK,Merck & Co.,Healthcare,2023,1,2023-04-27,BMO,2023-04-27,115.16,2023-06-09,110.71,-3.86,UP,0.8,MISS,success,88.1,
MRNA,Moderna,Healthcare,2023,1,2023-05-04,BMO,2023-05-04,134.33,2023-06-16,128.73,-4.17,NEUTRAL,0.6,SKIP,success,107.5,
MS,Morgan Stanley,Financial Services,2023,1,2023-04-19,BMO,2023-04-19,90.45,2023-06-01,82.07,-9.26,UP,0.7,MISS,success,86.3,
MSCI,MSCI,Financial Services,2023,1,2023-04-25,BMO,2023-04-25,471.15,2023-06-07,472.49,0.28,UP,0.7,HIT,success,681.8,
MSFT,Microsoft,Technology,2023,1,2022-10-26,AMC,2022-10-27,226.75,2022-12-09,245.42,8.23,DOWN,0.3,MISS,success,82.5,
MSI,Motorola Solutions,Technology,2023,1,2023-05-05,AMC,2023-05-08,284.9,2023-06-21,281.16,-1.31,UP,0.8,MISS,success,94.5,
MTB,M&T Bank,Financial Services,2023,1,2023-04-17,BMO,2023-04-17,125.66,2023-05-30,125.23,-0.34,DOWN,0.3,HIT,success,109.4,
MTCH,Match Group,Communication Services,2023,1,2023-05-03,BMO,2023-05-03,33.57,2023-06-15,43.3,28.98,NEUTRAL,0.6,SKIP,success,107.9,
MTD,Mettler Toledo,Healthcare,2023,1,2023-05-05,BMO,2023-05-05,1424.99,2023-06-20,1283.8,-9.91,NEUTRAL,0.6,SKIP,success,97.3,
MU,Micron Technology,Technology,2023,1,2022-12-21,UNKNOWN,2022-12-22,49.43,2023-02-07,62.13,25.69,DOWN,0.2,MISS,success,102.0,
NCLH,Norwegian Cruise Line Holdings,Consumer Cyclical,2023,1,2023-05-01,BMO,2023-05-01,14.54,2023-06-13,19.47,33.91,UP,0.7,HIT,success,88.0,
NDAQ,"Nasdaq, Inc.",Financial Services,2023,1,2023-04-19,BMO,2023-04-19,57.36,2023-06-01,55.03,-4.06,UP,0.7,MISS,success,82.7,
NDSN,Nordson Corporation,Industrials,2023,1,2023-02-21,BMO,2023-02-21,211.91,2023-04-04,214.65,1.29,DOWN,0.2,MISS,success,75.1,
NEE,NextEra Energy,Utilities,2023,1,2023-04-25,BMO,2023-04-25,77.82,2023-06-07,74.17,-4.69,UP,0.7,MISS,success,98.0,
NEM,Newmont,Basic Materials,2023,1,2023-04-27,BMO,2023-04-27,48.27,2023-06-09,41.46,-14.11,NEUTRAL,0.4,SKIP,success,103.1,
NFLX,Netflix,Communication Services,2023,1,2023-04-18,UNKNOWN,2023-04-19,32.31,2023-06-01,40.31,24.76,UP,0.7,HIT,success,88.6,
NI,NiSource,Utilities,2023,1,2023-05-03,BMO,2023-05-03,28.12,2023-06-15,27.34,-2.77,UP,0.7,MISS,success,70.9,
NKE,"Nike, Inc.",Consumer Cyclical,2023,1,2022-09-30,AMC,2022-10-03,85.4,2022-11-14,104.39,22.24,DOWN,0.2,MISS,success,86.6,
NOC,Northrop Grumman,Industrials,2023,1,2023-04-27,BMO,2023-04-27,457.68,2023-06-09,454.26,-0.75,UP,0.7,MISS,success,84.5,
NOW,ServiceNow,Technology,2023,1,2023-04-27,AMC,2023-04-28,459.42,2023-06-12,546.35,18.92,UP,0.9,HIT,success,69.0,
NRG,NRG Energy,Utilities,2023,1,2023-05-04,BMO,2023-05-04,31.38,2023-06-16,34.12,8.73,UP,0.7,HIT,success,68.8,
NSC,Norfolk Southern Railway,Industrials,2023,1,2023-04-26,BMO,2023-04-26,201.02,2023-06-08,217.61,8.25,DOWN,0.3,MISS,success,95.0,
NTAP,NetApp,Technology,2023,1,2022-08-25,AMC,2022-08-26,74.96,2022-10-10,64.04,-14.57,UP,0.8,MISS,success,79.7,
NTRS,Northern Trust,Financial Services,2023,1,2023-04-25,BMO,2023-04-25,78.16,2023-06-07,75.78,-3.05,NEUTRAL,0.6,SKIP,success,89.5,
NUE,Nucor,Basic Materials,2023,1,2023-04-20,UNKNOWN,2023-04-21,153.45,2023-06-05,140.94,-8.15,UP,0.7,MISS,success,75.6,
NVDA,Nvidia,Technology,2023,1,2022-05-26,AMC,2022-05-27,18.81,2022-07-13,15.16,-19.4,DOWN,0.3,HIT,success,86.9,
NWS,News Corp (Class B),Communication Services,2023,1,2022-11-09,AMC,2022-11-10,17.48,2022-12-23,18.56,6.18,DOWN,0.3,MISS,success,94.4,
NWSA,News Corp (Class A),Communication Services,2023,1,2022-11-09,AMC,2022-11-10,17.3,2022-12-23,18.31,5.84,DOWN,0.3,MISS,success,87.4,
NXPI,NXP Semiconductors,Technology,2023,1,2023-05-02,BMO,2023-05-02,171.51,2023-06-14,195.69,14.1,UP,0.7,HIT,success,76.4,
O,Realty Income,Real Estate,2023,1,2023-05-04,UNKNOWN,2023-05-05,62.95,2023-06-20,60.33,-4.16,UP,0.7,MISS,success,74.2,
ODFL,Old Dominion,Industrials,2023,1,2023-04-26,BMO,2023-04-26,152.76,2023-06-08,158.44,3.72,DOWN,0.2,MISS,success,85.4,
OKE,ONEOK,Energy,2023,1,2023-05-03,BMO,2023-05-03,62.82,2023-06-15,61.11,-2.72,UP,0.7,MISS,success,99.9,
OMC,Omnicom Group,Communication Services,2023,1,2023-04-19,AMC,2023-04-20,92.26,2023-06-02,91.32,-1.02,UP,0.7,MISS,success,71.1,
ON,ON Semiconductor,Technology,2023,1,2023-05-01,BMO,2023-05-01,78.33,2023-06-13,92.67,18.31,UP,0.8,HIT,success,84.9,
ORCL,Oracle Corporation,Technology,2023,1,2022-09-13,AMC,2022-09-14,72.12,2022-10-26,74.82,3.74,UP,0.8,HIT,success,86.6,
ORLY,O'Reilly Auto Parts,Consumer Cyclical,2023,1,2023-04-27,BMO,2023-04-27,61.04,2023-06-09,60.47,-0.93,UP,0.8,MISS,success,86.5,
OTIS,Otis Worldwide,Industrials,2023,1,2023-04-26,BMO,2023-04-26,81.88,2023-06-08,86.09,5.14,UP,0.7,HIT,success,77.6,
